;clarity;color;colorINT;ClarityINT;carat;depth;table;price;x;y;z;cutINT;cut;Colors;ColorsNum;Clarities;ClaritiesNum
33952;VVS2;F;3;4;0.23;61;59;465;3.93;3.97;2.41;2;Very Good;;;;
33953;VVS2;E;2;4;0.23;62.7;59;465;3.93;3.95;2.47;2;Very Good;;;;
33954;VVS2;E;2;4;0.23;58;60;465;04.4;04.7;2.35;2;Very Good;;;;
33955;VVS2;E;2;4;0.23;61.8;59;465;3.92;3.95;2.43;2;Very Good;;;;
33956;VVS2;E;2;4;0.23;60.2;57;465;3.99;04.5;2.42;2;Very Good;;;;
33957;VVS2;E;2;4;0.23;61.1;58;465;3.95;04.1;2.43;2;Very Good;;;;
33958;VVS1;F;3;3;0.23;60.1;57;465;4;04.2;2.41;2;Very Good;;;;
33959;VVS1;E;2;3;0.23;62.2;59;465;3.92;3.96;2.45;2;Very Good;;;;
33960;SI1;H;5;7;0.3;61.7;56;465;4.33;4.35;2.68;4;Ideal;;;;
33961;VVS1;I;6;3;0.41;63.5;58;845;04.7;4.75;3;2;Very Good;;;;
33962;VS2;D;1;6;0.4;63.3;58;845;4.63;4.66;2.94;2;Very Good;;;;
33963;VS2;D;1;6;0.4;62.4;60;845;4.66;4.67;2.91;2;Very Good;;;;
33964;VS1;G;4;5;0.35;62.6;56;845;4.52;4.49;2.82;3;Premium;;;;
33965;VS1;D;1;5;0.35;59.9;56;846;4.61;4.64;2.77;2;Very Good;;;;
33966;VVS2;F;3;4;0.34;62;54.2;846;4.47;4.49;2.78;4;Ideal;;;;
33967;VS2;E;2;6;0.32;61.3;55;846;4.41;4.43;2.71;4;Ideal;;;;
33968;VS2;E;2;6;0.32;61.3;55;846;4.43;4.47;2.73;4;Ideal;;;;
33969;VS2;E;2;6;0.32;61.1;56;846;4.46;4.48;2.73;4;Ideal;;;;
33970;VS2;E;2;6;0.32;60.9;56;846;4.45;4.48;2.72;4;Ideal;;;;
33971;VS1;F;3;5;0.37;61.1;56;846;4.64;4.65;2.84;4;Ideal;;;;
33972;VVS1;E;2;3;0.27;61.7;57;846;4.16;4.14;2.56;4;Ideal;;;;
33973;VVS2;G;4;4;0.31;62.7;57;846;4.35;4.32;2.72;4;Ideal;;;;
33974;VVS2;F;3;4;0.31;63.6;55;846;4.33;4.29;2.74;1;Good;;;;
33975;VVS1;H;5;3;0.31;61.6;57;846;4.35;4.32;2.67;4;Ideal;;;;
33976;IF;F;3;2;0.3;61.6;58;846;04.3;4.34;2.66;3;Premium;;;;
33977;VS2;D;1;6;0.41;61.8;58;846;4.76;4.79;2.95;3;Premium;;;;
33978;VVS2;H;5;4;0.41;63.1;58;847;4.71;4.74;2.98;2;Very Good;;;;
33979;VVS1;I;6;3;0.41;63.1;58;847;4.68;4.74;2.97;2;Very Good;;;;
33980;VS2;D;1;6;0.38;61;58;847;04.7;4.75;2.88;2;Very Good;;;;
33981;VS1;F;3;5;0.4;61.2;58;847;4.74;4.86;2.94;2;Very Good;;;;
33982;VS1;G;4;5;0.41;63.3;62;847;4.67;4.71;2.97;1;Good;;;;
33983;VS1;F;3;5;0.39;62.8;61;847;4.63;4.67;2.92;1;Good;;;;
33984;VS1;H;5;5;0.42;61.2;60;847;4.77;4.84;2.94;3;Premium;;;;
33985;VS2;G;4;6;0.42;60.6;59;847;4.78;4.85;2.92;3;Premium;;;;
33986;VS2;G;4;6;0.42;62.2;56;847;04.8;4.82;2.99;4;Ideal;;;;
33987;VS2;G;4;6;0.42;60.8;57;847;4.82;4.85;2.94;4;Ideal;;;;
33988;VS1;H;5;5;0.42;61.6;58;847;4.79;4.82;2.96;3;Premium;;;;
33989;VS2;G;4;6;0.42;60.1;61;847;4.81;4.84;02.9;2;Very Good;;;;
33990;VS1;H;5;5;0.42;62;57;847;04.8;4.82;2.98;4;Ideal;;;;
33991;VS2;G;4;6;0.42;59.5;59;847;4.83;4.89;2.89;3;Premium;;;;
33992;VS2;G;4;6;0.42;62.1;56;847;4.79;4.84;2.99;4;Ideal;;;;
33993;VS2;G;4;6;0.42;62.4;54;847;4.78;4.83;3;4;Ideal;;;;
33994;VS2;G;4;6;0.42;61.7;57;847;04.8;4.83;2.97;4;Ideal;;;;
33995;VS2;G;4;6;0.42;62;58;847;4.77;4.81;2.97;3;Premium;;;;
33996;VS1;H;5;5;0.42;61.4;56;847;4.82;4.85;2.97;4;Ideal;;;;
33997;VS2;G;4;6;0.42;61.9;58;847;4.77;4.82;2.97;3;Premium;;;;
33998;VS1;H;5;5;0.42;62.4;57;847;4.76;4.79;2.98;4;Ideal;;;;
33999;VS2;G;4;6;0.42;60.6;58;847;4.83;4.88;2.94;3;Premium;;;;
34000;VS2;G;4;6;0.42;61.6;56;847;4.82;4.83;2.97;4;Ideal;;;;
34001;VS2;G;4;6;0.42;62.2;54;847;04.8;4.82;2.99;4;Ideal;;;;
34002;VS2;G;4;6;0.42;60.1;61;847;4.79;4.86;02.9;2;Very Good;;;;
34003;VS2;G;4;6;0.42;62.6;57;847;4.76;04.8;2.99;2;Very Good;;;;
34004;VS2;G;4;6;0.42;61.2;56;847;04.8;4.84;2.95;4;Ideal;;;;
34005;VS2;G;4;6;0.42;61.8;56;847;4.81;4.84;2.98;4;Ideal;;;;
34006;VS1;H;5;5;0.42;61.7;59;847;4.76;4.83;2.96;3;Premium;;;;
34007;VS2;G;4;6;0.42;59.8;58;847;4.86;04.9;2.92;3;Premium;;;;
34008;VS1;D;1;5;0.3;62;54;848;4.34;04.3;2.68;4;Ideal;;;;
34009;VS1;D;1;5;0.3;59.4;60;848;4.38;4.34;2.59;3;Premium;;;;
34010;VVS1;E;2;3;0.33;61.6;53;848;4.46;04.5;2.76;2;Very Good;;;;
34011;VVS2;F;3;4;0.34;61.3;56;848;4.52;4.56;2.78;4;Ideal;;;;
34012;VVS1;I;6;3;0.43;61.6;54;848;4.88;4.92;03.2;4;Ideal;;;;
34013;VS2;F;3;6;0.43;61.4;54;848;04.9;4.93;03.2;4;Ideal;;;;
34014;VVS1;D;1;3;0.3;64.3;57;848;4.27;4.32;2.76;1;Good;;;;
34015;VS1;D;1;5;0.3;60.7;58;848;4.36;4.34;2.64;3;Premium;;;;
34016;VS1;D;1;5;0.3;61.8;56;848;4.34;04.3;2.67;4;Ideal;;;;
34017;VS1;D;1;5;0.3;59.7;58;848;4.39;4.32;02.6;3;Premium;;;;
34018;VS2;E;2;6;0.41;62.2;56;848;4.75;04.8;2.97;4;Ideal;;;;
34019;VVS1;I;6;3;0.4;60.8;58;849;4.75;4.83;2.91;2;Very Good;;;;
34020;VVS2;I;6;4;0.39;60.8;56;849;4.74;4.76;2.89;4;Ideal;;;;
34021;VVS2;E;2;4;0.35;61;57;849;4.54;4.58;2.78;4;Ideal;;;;
34022;VVS2;E;2;4;0.35;62.6;53;849;4.52;4.55;2.84;4;Ideal;;;;
34023;VVS1;I;6;3;0.4;61;56;849;4.79;4.81;2.93;4;Ideal;;;;
34024;VVS1;G;4;3;0.35;61.7;55;849;4.54;4.57;2.81;4;Ideal;;;;
34025;VVS1;G;4;3;0.31;57.5;62;849;4.47;4.54;2.59;1;Good;;;;
34026;SI1;D;1;7;0.44;62.9;58;849;4.82;4.85;03.4;2;Very Good;;;;
34027;SI1;D;1;7;0.44;61.9;59;849;4.86;04.9;03.2;3;Premium;;;;
34028;VVS2;E;2;4;0.4;63;55;849;4.72;4.74;2.98;2;Very Good;;;;
34029;VVS2;I;6;4;0.43;62.8;58;850;04.8;4.82;03.2;2;Very Good;;;;
34030;VS2;D;1;6;0.4;63.2;57;850;4.66;4.71;2.96;2;Very Good;;;;
34031;VS2;D;1;6;0.4;63.6;55;850;4.68;4.72;2.99;2;Very Good;;;;
34032;VS2;D;1;6;0.4;62.3;60;850;4.66;4.68;2.91;2;Very Good;;;;
34033;VS2;D;1;6;0.4;59.3;58;850;04.8;4.85;2.86;2;Very Good;;;;
34034;VS2;D;1;6;0.4;63.5;57;850;4.62;4.67;2.95;2;Very Good;;;;
34035;IF;G;4;2;0.3;62.3;55;850;4.31;4.33;2.69;2;Very Good;;;;
34036;VVS2;G;4;4;0.3;61.8;57;850;4.31;4.33;2.67;4;Ideal;;;;
34037;VS1;H;5;5;0.43;61.2;56;850;4.87;04.9;2.99;4;Ideal;;;;
34038;VS1;E;2;5;0.33;62.3;56;850;4.41;4.45;2.75;4;Ideal;;;;
34039;VS1;E;2;5;0.33;60.9;57;850;4.47;04.5;2.73;4;Ideal;;;;
34040;VS1;E;2;5;0.33;61.1;56;850;4.45;4.48;2.73;4;Ideal;;;;
34041;SI1;I;6;7;0.46;61.9;55;850;4.97;4.98;03.8;4;Ideal;;;;
34042;IF;G;4;2;0.3;61.7;53;850;4.33;4.36;2.68;4;Ideal;;;;
34043;IF;G;4;2;0.3;62.2;56;850;4.26;4.29;2.66;4;Ideal;;;;
34044;VS2;D;1;6;0.44;62.8;58;850;4.79;4.86;03.3;2;Very Good;;;;
34045;VS2;G;4;6;0.37;61.6;55;851;4.63;4.65;2.86;4;Ideal;;;;
34046;VS1;J;7;5;0.46;62.6;53.9;851;4.92;4.95;03.9;4;Ideal;;;;
34047;SI2;F;3;8;0.46;62.1;54.7;851;4.95;4.98;03.8;4;Ideal;;;;
34048;VS1;E;2;5;0.35;59.4;55;851;04.6;4.62;2.74;1;Good;;;;
34049;SI1;D;1;7;0.36;63.4;57;851;4.57;4.55;2.89;2;Very Good;;;;
34050;SI1;D;1;7;0.36;60.1;57;851;4.66;4.62;2.79;3;Premium;;;;
34051;SI1;D;1;7;0.36;62.1;56;851;4.58;4.53;2.83;4;Ideal;;;;
34052;VS1;J;7;5;0.42;60.9;57;851;4.86;4.83;2.95;4;Ideal;;;;
34053;SI2;F;3;8;0.42;62.1;56;851;4.83;04.8;2.99;4;Ideal;;;;
34054;SI1;D;1;7;0.36;59.5;56;851;4.68;4.63;2.77;4;Ideal;;;;
34055;SI1;D;1;7;0.36;60.3;56;851;4.65;4.61;2.79;4;Ideal;;;;
34056;SI1;D;1;7;0.36;60.4;58;851;4.64;04.6;2.79;3;Premium;;;;
34057;SI1;D;1;7;0.36;59.6;58;851;4.65;4.61;2.76;3;Premium;;;;
34058;SI1;D;1;7;0.36;61.4;58;851;4.59;4.56;2.81;3;Premium;;;;
34059;SI1;D;1;7;0.36;61.5;56;851;4.64;4.56;2.83;4;Ideal;;;;
34060;SI1;D;1;7;0.36;61.2;57;851;4.63;4.59;2.82;4;Ideal;;;;
34061;SI1;D;1;7;0.36;62.5;56;851;4.57;4.55;2.85;4;Ideal;;;;
34062;SI1;D;1;7;0.36;62;56;851;4.61;4.55;2.84;4;Ideal;;;;
34063;SI1;D;1;7;0.36;61.6;56;851;4.58;4.54;2.81;4;Ideal;;;;
34064;SI1;D;1;7;0.36;62.7;57;851;4.59;4.54;2.86;4;Ideal;;;;
34065;SI1;D;1;7;0.36;62.7;57;851;4.59;4.54;2.86;4;Ideal;;;;
34066;SI1;D;1;7;0.36;63.1;55;851;4.59;4.54;2.88;2;Very Good;;;;
34067;SI1;D;1;7;0.36;61.5;59;851;4.55;4.52;2.79;3;Premium;;;;
34068;VS2;D;1;6;0.3;62;62;851;4.27;4.24;2.64;3;Premium;;;;
34069;I1;F;3;9;0.5;61.9;58;851;5.15;05.5;3.15;3;Premium;;;;
34070;SI2;E;2;8;0.5;58;67;851;5.26;5.17;03.2;0;Fair;;;;
34071;VS1;E;2;5;0.3;60.6;62;851;04.3;4.28;02.6;3;Premium;;;;
34072;VS1;E;2;5;0.35;61.9;56;851;4.53;4.55;2.81;4;Ideal;;;;
34073;SI1;E;2;7;0.45;62.8;58;851;4.84;4.88;03.5;2;Very Good;;;;
34074;VS2;D;1;6;0.4;59.6;58;851;04.8;4.83;2.87;2;Very Good;;;;
34075;VS1;F;3;5;0.4;60.9;61;851;4.75;4.78;02.9;2;Very Good;;;;
34076;VS1;E;2;5;0.36;62.4;55;852;4.59;4.61;2.87;4;Ideal;;;;
34077;VS2;D;1;6;0.36;61;56;852;4.59;4.63;2.81;4;Ideal;;;;
34078;VVS2;H;5;4;0.34;61.1;56;852;4.52;4.55;2.77;4;Ideal;;;;
34079;VVS2;H;5;4;0.34;61.4;56;852;4.48;4.51;2.76;4;Ideal;;;;
34080;VS1;E;2;5;0.36;61.7;56;852;4.56;4.58;2.82;4;Ideal;;;;
34081;VS1;E;2;5;0.36;62;56;852;4.57;4.59;2.84;4;Ideal;;;;
34082;VS2;D;1;6;0.36;59.1;58;852;4.63;4.68;2.75;3;Premium;;;;
34083;VS1;E;2;5;0.36;61.6;57;852;4.54;4.58;2.81;4;Ideal;;;;
34084;VS2;D;1;6;0.36;61.1;57;852;4.58;4.62;2.81;4;Ideal;;;;
34085;VS2;D;1;6;0.36;61.5;57;852;4.56;4.58;2.81;4;Ideal;;;;
34086;VS1;E;2;5;0.36;61.8;56;852;4.56;04.6;2.83;4;Ideal;;;;
34087;VS1;E;2;5;0.36;60.4;58;852;4.64;4.67;2.81;3;Premium;;;;
34088;VS2;D;1;6;0.36;60.5;58;852;04.6;4.63;2.79;3;Premium;;;;
34089;VS2;D;1;6;0.36;61.8;56;852;4.56;04.6;2.83;4;Ideal;;;;
34090;SI1;F;3;7;0.41;63.4;58;852;4.75;4.68;2.99;2;Very Good;;;;
34091;SI1;E;2;7;0.41;58.8;62;852;4.87;4.85;2.86;3;Premium;;;;
34092;VVS1;E;2;3;0.33;62.6;58;852;4.36;04.4;2.74;4;Ideal;;;;
34093;VS2;D;1;6;0.31;61.8;55;852;4.33;4.36;2.69;4;Ideal;;;;
34094;SI1;I;6;7;0.43;60.9;57;852;4.88;04.9;2.98;4;Ideal;;;;
34095;SI1;G;4;7;0.45;62;54;852;4.95;4.98;03.8;4;Ideal;;;;
34096;IF;I;6;2;0.36;60.8;57;852;04.6;4.64;2.81;4;Ideal;;;;
34097;VS2;D;1;6;0.36;61.8;58;852;4.55;4.58;2.82;3;Premium;;;;
34098;VS2;D;1;6;0.36;61;59;852;4.57;4.61;02.8;3;Premium;;;;
34099;VS1;E;2;5;0.36;61.3;58;852;4.56;4.58;02.8;3;Premium;;;;
34100;VS2;D;1;6;0.36;61;58;852;4.59;4.62;2.81;3;Premium;;;;
34101;VS2;G;4;6;0.43;62.4;56;852;4.84;4.87;03.2;2;Very Good;;;;
34102;VS2;D;1;6;0.36;61.7;55;852;4.58;04.6;2.83;4;Ideal;;;;
34103;VS2;D;1;6;0.36;61.6;56;852;4.55;4.57;2.81;4;Ideal;;;;
34104;VS2;D;1;6;0.36;60.6;57;852;4.57;4.61;2.78;4;Ideal;;;;
34105;VVS2;G;4;4;0.38;61.5;57;853;4.66;4.68;2.87;2;Very Good;;;;
34106;VS1;G;4;5;0.4;60;56;853;4.81;4.85;02.9;2;Very Good;;;;
34107;VVS2;H;5;4;0.39;61.4;56.1;853;04.7;4.73;2.89;4;Ideal;;;;
34108;VVS2;H;5;4;0.39;62.1;54.3;853;4.63;4.69;02.9;4;Ideal;;;;
34109;VVS1;D;1;3;0.3;62.1;56;853;4.31;4.32;2.68;4;Ideal;;;;
34110;VS1;D;1;5;0.38;63.4;55;853;4.61;4.64;2.93;1;Good;;;;
34111;IF;G;4;2;0.33;59.4;59;853;4.49;4.54;2.68;3;Premium;;;;
34112;VVS2;F;3;4;0.36;60.4;58;853;4.61;4.66;02.8;4;Ideal;;;;
34113;VVS2;D;1;4;0.31;61;56;853;4.37;4.39;2.67;4;Ideal;;;;
34114;VVS1;G;4;3;0.35;61.8;54.5;853;4.54;4.58;2.82;4;Ideal;;;;
34115;VVS1;E;2;3;0.31;59.7;60;853;4.41;4.43;2.64;4;Ideal;;;;
34116;VVS1;E;2;3;0.31;61.5;56;853;4.34;4.37;2.68;4;Ideal;;;;
34117;VVS1;E;2;3;0.31;61.7;56;853;4.38;04.4;2.71;4;Ideal;;;;
34118;VVS1;E;2;3;0.31;62.1;55;853;4.34;4.36;02.7;4;Ideal;;;;
34119;VVS1;E;2;3;0.31;62.5;54;853;4.33;4.37;2.72;4;Ideal;;;;
34120;VS2;E;2;6;0.38;62;56;853;4.62;4.66;2.88;4;Ideal;;;;
34121;VS2;E;2;6;0.38;61.7;54.3;853;4.68;4.69;2.89;4;Ideal;;;;
34122;VS1;G;4;5;0.39;62.2;54.3;853;4.66;4.69;2.91;4;Ideal;;;;
34123;IF;G;4;2;0.31;61.6;54;853;4.36;04.4;02.7;4;Ideal;;;;
34124;IF;G;4;2;0.31;60.5;61;853;4.39;04.4;2.66;4;Ideal;;;;
34125;VS1;F;3;5;0.35;62.4;55;853;4.52;4.49;2.81;4;Ideal;;;;
34126;VS2;E;2;6;0.35;61.4;58;853;4.55;4.51;2.78;3;Premium;;;;
34127;VVS1;G;4;3;0.39;62.7;58;854;4.65;4.69;2.93;2;Very Good;;;;
34128;VS2;G;4;6;0.42;62.1;55;854;04.8;4.83;2.99;2;Very Good;;;;
34129;VS1;J;7;5;0.47;63;60;854;4.92;4.95;03.11;2;Very Good;;;;
34130;VVS2;D;1;4;0.32;59.9;59;854;4.45;4.46;2.67;4;Ideal;;;;
34131;VVS1;I;6;3;0.4;62.3;56;854;4.67;04.7;2.92;4;Ideal;;;;
34132;VVS1;F;3;3;0.32;61.3;55;854;4.42;4.45;2.72;4;Ideal;;;;
34133;VVS1;F;3;3;0.32;60.4;57;854;4.41;4.43;2.67;4;Ideal;;;;
34134;VVS1;F;3;3;0.33;61.1;55;854;4.48;4.52;2.75;4;Ideal;;;;
34135;VVS1;F;3;3;0.3;62;54.2;854;4.31;4.33;2.68;4;Ideal;;;;
34136;VVS1;F;3;3;0.32;61.6;55;854;04.4;4.43;2.72;4;Ideal;;;;
34137;VVS1;F;3;3;0.32;62.3;55;854;4.37;04.4;2.73;4;Ideal;;;;
34138;VVS1;F;3;3;0.32;61.6;55;854;4.42;4.44;2.73;4;Ideal;;;;
34139;VVS1;F;3;3;0.32;62.5;53;854;04.4;4.43;2.76;4;Ideal;;;;
34140;VS2;E;2;6;0.4;62.1;54;854;4.72;4.75;2.94;4;Ideal;;;;
34141;VS2;F;3;6;0.33;60.5;55;854;4.55;4.47;2.73;4;Ideal;;;;
34142;VS2;F;3;6;0.33;61.3;56;854;4.47;4.43;2.73;4;Ideal;;;;
34143;VS2;F;3;6;0.33;62.2;58;854;4.44;4.43;2.76;3;Premium;;;;
34144;VS2;F;3;6;0.33;63.2;56;854;4.41;4.39;2.78;2;Very Good;;;;
34145;VVS2;H;5;4;0.33;60.9;57;854;4.52;4.48;2.74;4;Ideal;;;;
34146;VVS2;H;5;4;0.33;62.2;56;854;4.46;4.44;2.77;4;Ideal;;;;
34147;VVS2;H;5;4;0.33;62.2;54;854;4.46;4.44;2.77;4;Ideal;;;;
34148;VVS2;H;5;4;0.33;61.9;55;854;4.47;4.45;2.76;4;Ideal;;;;
34149;VVS2;H;5;4;0.33;61.7;56;854;4.44;4.41;2.73;4;Ideal;;;;
34150;VVS2;H;5;4;0.33;61.9;57;854;4.44;4.41;2.74;4;Ideal;;;;
34151;VVS2;H;5;4;0.33;61.6;58;854;4.45;4.42;2.73;3;Premium;;;;
34152;VVS2;H;5;4;0.33;62.4;60;854;4.42;4.39;2.75;3;Premium;;;;
34153;VS1;G;4;5;0.33;60.3;59;854;4.52;4.44;02.7;3;Premium;;;;
34154;VS1;G;4;5;0.33;62.1;54;854;4.47;4.45;2.77;4;Ideal;;;;
34155;VS1;G;4;5;0.33;62.3;54;854;4.48;4.45;2.78;4;Ideal;;;;
34156;VS1;G;4;5;0.33;60.1;55;854;4.55;04.5;2.72;4;Ideal;;;;
34157;VS1;G;4;5;0.33;59.2;59;854;4.54;4.51;2.68;3;Premium;;;;
34158;VS1;G;4;5;0.33;61.9;58;854;4.46;4.43;2.75;3;Premium;;;;
34159;VS1;G;4;5;0.33;62.1;55;854;4.46;4.43;2.76;4;Ideal;;;;
34160;VS1;G;4;5;0.33;62.1;55;854;4.46;4.43;2.76;4;Ideal;;;;
34161;VS1;G;4;5;0.33;60.5;58;854;4.49;4.43;02.7;3;Premium;;;;
34162;VS1;G;4;5;0.33;61.4;59;854;4.49;4.43;2.74;3;Premium;;;;
34163;VS1;G;4;5;0.33;61.7;56;854;4.47;4.44;2.75;4;Ideal;;;;
34164;VS1;G;4;5;0.33;60.1;61;854;4.48;4.44;2.68;3;Premium;;;;
34165;VS1;G;4;5;0.33;61.4;55;854;4.48;4.44;2.74;4;Ideal;;;;
34166;VS1;G;4;5;0.33;61.4;54;854;4.48;4.44;2.74;4;Ideal;;;;
34167;VS1;G;4;5;0.33;61.9;56;854;4.48;4.44;2.76;4;Ideal;;;;
34168;VS1;G;4;5;0.33;62.1;54;854;4.47;4.42;2.76;4;Ideal;;;;
34169;VS1;G;4;5;0.33;60.8;59;854;4.45;4.43;02.7;3;Premium;;;;
34170;VS1;G;4;5;0.33;61.9;59;854;4.45;4.43;2.75;3;Premium;;;;
34171;VS1;G;4;5;0.33;62.4;56;854;4.45;4.43;2.77;4;Ideal;;;;
34172;VS1;G;4;5;0.33;61.8;56;854;4.45;4.42;2.74;4;Ideal;;;;
34173;VS1;G;4;5;0.33;61.3;58;854;4.46;4.42;2.72;3;Premium;;;;
34174;VS1;G;4;5;0.33;61.6;60;854;4.46;4.41;2.73;3;Premium;;;;
34175;VS1;G;4;5;0.33;62.4;59;854;4.47;4.41;2.77;3;Premium;;;;
34176;VS1;G;4;5;0.33;61.3;58;854;4.45;4.42;2.72;3;Premium;;;;
34177;VS1;G;4;5;0.33;62.3;58;854;4.45;4.41;2.76;3;Premium;;;;
34178;VS1;G;4;5;0.33;61.9;55;854;4.44;4.41;2.74;4;Ideal;;;;
34179;VS1;G;4;5;0.33;61.6;57;854;4.45;4.41;2.73;4;Ideal;;;;
34180;VS1;G;4;5;0.33;62.1;56;854;4.42;04.4;2.74;4;Ideal;;;;
34181;VS1;G;4;5;0.33;62.1;56;854;4.42;04.4;2.74;4;Ideal;;;;
34182;VS1;G;4;5;0.33;61.8;59;854;4.45;4.39;2.73;3;Premium;;;;
34183;VS1;G;4;5;0.33;62.2;58;854;4.42;4.39;2.74;3;Premium;;;;
34184;VS1;G;4;5;0.33;61.6;58;854;4.44;4.39;2.72;3;Premium;;;;
34185;VS1;G;4;5;0.33;62;59;854;4.42;4.36;2.72;3;Premium;;;;
34186;VS1;G;4;5;0.33;63.1;57;854;04.4;4.38;2.77;2;Very Good;;;;
34187;VS1;G;4;5;0.33;62.8;58;854;4.41;4.38;2.76;3;Premium;;;;
34188;VS1;G;4;5;0.33;62.3;57;854;4.42;4.38;2.74;4;Ideal;;;;
34189;VS1;G;4;5;0.33;62.9;57;854;4.43;4.38;2.77;4;Ideal;;;;
34190;VS2;F;3;6;0.33;61.2;58;854;04.5;4.45;2.74;3;Premium;;;;
34191;VS2;F;3;6;0.33;61.2;54;854;4.49;4.47;2.74;4;Ideal;;;;
34192;VS2;F;3;6;0.33;61.6;56;854;4.46;4.44;2.74;4;Ideal;;;;
34193;VS2;F;3;6;0.33;60.8;58;854;4.47;4.44;2.71;3;Premium;;;;
34194;VS2;F;3;6;0.33;60.1;58;854;4.47;4.45;2.68;3;Premium;;;;
34195;VS2;F;3;6;0.33;62.1;55;854;4.47;4.45;2.77;4;Ideal;;;;
34196;VS2;F;3;6;0.33;61.4;57;854;4.48;4.45;2.74;4;Ideal;;;;
34197;VS2;F;3;6;0.33;61.9;55;854;4.46;4.43;2.75;4;Ideal;;;;
34198;VS2;F;3;6;0.33;62.1;54;854;4.46;4.43;2.76;4;Ideal;;;;
34199;VS2;F;3;6;0.33;62.3;56;854;4.46;4.43;2.77;4;Ideal;;;;
34200;VS2;F;3;6;0.33;62.3;55;854;4.47;4.42;2.77;4;Ideal;;;;
34201;VS2;F;3;6;0.33;61.9;57;854;4.42;04.4;2.73;4;Ideal;;;;
34202;VS2;F;3;6;0.33;62.6;55;854;4.42;04.4;2.76;4;Ideal;;;;
34203;VS2;F;3;6;0.33;62.3;56;854;4.45;4.41;2.76;4;Ideal;;;;
34204;VS2;F;3;6;0.33;61.9;57;854;4.44;4.42;2.74;3;Premium;;;;
34205;VS2;F;3;6;0.33;62.1;59;854;4.44;4.39;2.74;3;Premium;;;;
34206;VS2;F;3;6;0.33;62.4;57;854;4.43;4.39;2.75;3;Premium;;;;
34207;VS2;F;3;6;0.34;59.8;59;854;4.55;4.51;2.71;3;Premium;;;;
34208;SI1;G;4;7;0.39;61.7;57;854;4.77;04.7;2.92;3;Premium;;;;
34209;VS2;F;3;6;0.33;62.4;58;854;4.41;4.37;2.74;3;Premium;;;;
34210;VS2;F;3;6;0.33;62.1;59;854;4.45;04.4;2.75;3;Premium;;;;
34211;VS2;F;3;6;0.33;61.6;55;854;4.48;4.45;2.75;4;Ideal;;;;
34212;VS2;D;1;6;0.33;62.3;54;855;4.46;4.43;2.77;4;Ideal;;;;
34213;VS2;D;1;6;0.33;60.3;55;855;4.52;04.5;2.72;4;Ideal;;;;
34214;VS1;G;4;5;0.39;62.4;57;855;4.62;4.68;02.9;2;Very Good;;;;
34215;VS1;G;4;5;0.39;62.6;58;855;4.66;04.7;2.93;3;Premium;;;;
34216;VVS2;H;5;4;0.39;62.1;58;855;4.63;4.65;2.88;2;Very Good;;;;
34217;SI1;G;4;7;0.4;61;55;855;4.76;4.81;2.92;4;Ideal;;;;
34218;SI2;I;6;8;0.5;65.3;56;855;4.91;05.1;3.24;1;Good;;;;
34219;SI1;H;5;7;0.4;62.6;57;855;04.7;4.66;2.93;4;Ideal;;;;
34220;SI1;H;5;7;0.4;62.6;58;855;4.72;4.68;2.94;3;Premium;;;;
34221;SI1;H;5;7;0.4;62;56;855;4.74;4.68;2.92;4;Ideal;;;;
34222;SI1;G;4;7;0.38;59.5;62;855;4.71;4.67;2.79;3;Premium;;;;
34223;SI1;G;4;7;0.38;60;60;855;4.72;4.65;2.81;3;Premium;;;;
34224;SI1;G;4;7;0.38;62.4;59;855;4.64;4.59;2.88;3;Premium;;;;
34225;SI2;D;1;8;0.4;60;58;855;4.84;04.8;2.89;3;Premium;;;;
34226;VS2;I;6;6;0.4;63.8;54;855;4.72;4.68;3;1;Good;;;;
34227;SI1;H;5;7;0.4;62.7;58;855;4.69;4.65;2.93;3;Premium;;;;
34228;SI1;H;5;7;0.4;62.8;59;855;4.69;4.67;2.94;3;Premium;;;;
34229;SI1;H;5;7;0.4;62.1;62;855;4.73;04.7;2.93;3;Premium;;;;
34230;SI2;E;2;8;0.4;62.9;58;855;4.74;04.7;2.97;3;Premium;;;;
34231;SI2;E;2;8;0.4;61.4;59;855;4.75;04.7;02.9;3;Premium;;;;
34232;SI2;E;2;8;0.4;61.2;55;855;4.77;4.74;2.91;4;Ideal;;;;
34233;SI2;E;2;8;0.4;63.2;57;855;4.68;4.66;2.95;2;Very Good;;;;
34234;SI2;E;2;8;0.4;62.9;59;855;4.69;4.66;2.94;3;Premium;;;;
34235;SI2;E;2;8;0.4;61.4;57;855;4.74;4.68;2.89;3;Premium;;;;
34236;SI2;D;1;8;0.4;61.1;58;855;4.76;4.73;02.9;3;Premium;;;;
34237;SI2;D;1;8;0.4;59.9;60;855;4.78;4.74;2.85;3;Premium;;;;
34238;SI2;D;1;8;0.4;60.4;59;855;4.83;04.8;2.91;3;Premium;;;;
34239;SI2;D;1;8;0.4;61.9;58;855;4.73;4.71;2.92;3;Premium;;;;
34240;SI2;D;1;8;0.4;62.2;58;855;4.75;4.71;2.94;3;Premium;;;;
34241;SI2;D;1;8;0.4;62.4;58;855;4.73;4.69;2.94;3;Premium;;;;
34242;SI2;D;1;8;0.4;61.7;58;855;4.74;4.69;2.91;3;Premium;;;;
34243;SI2;D;1;8;0.4;62.1;60;855;4.75;4.69;2.93;3;Premium;;;;
